Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Rainfall(mm),Snowfall (cm),Holiday_Yes,Autumn,Spring,Summer,weekday_sin,weekday_cos,Hour_sin,Hour_cos
82,-7.4,33,2.6,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624
172,-7.4,34,3.2,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9377521321470804,0.3473052528448203
381,-7.5,33,2.2,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9884683243281114,0.1514277775045767
812,-8.1,36,1.6,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.05064916883871264
462,-7.6,31,1.3,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204
269,-5.5,26,2.8,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344
334,-3.9,25,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626
321,-2.3,25,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791
325,-1.6,27,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.48530196253108104,-0.8743466161445821
334,-1.1,28,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488
353,-0.7,28,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.10116832198743272,-0.994869323391895
435,-0.5,30,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952
529,-1.6,35,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488
789,-2.6,40,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822
597,-3.2,45,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.651372482722222,-0.7587581226927911
418,-3.5,46,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.7907757369376986,-0.6121059825476627
415,-3.7,47,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423
393,-2.8,49,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9680771188662041,-0.2506525322587213
244,-2.5,59,0.0,0.0,0.0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355
145,-2.8,77,0.0,0.1,0.1,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0
144,-3.0,79,0.0,0.0,0.3,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945
117,-3.0,79,0.0,0.0,0.4,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306
78,-3.2,78,0.0,0.2,0.4,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763
58,-3.4,75,0.0,0.0,0.4,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.72479278722912,0.6889669190756866
87,-3.6,76,0.0,0.0,0.4,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8486442574947509,0.5289640103269624
142,-3.7,76,0.0,0.0,0.4,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9377521321470804,0.3473052528448203
379,-4.2,77,0.0,0.0,0.3,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9884683243281114,0.1514277775045767
802,-4.2,78,0.0,0.0,0.2,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9987165071710528,-0.05064916883871264
440,-3.3,70,0.0,0.0,0.2,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.9680771188662043,-0.2506525322587204
307,-0.9,64,0.0,0.0,0.2,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344
381,1.6,57,1.2,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.7907757369376989,-0.6121059825476626
405,2.4,52,0.9,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.6513724827222223,-0.758758122692791
442,4.2,47,1.1,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821
416,5.5,34,1.0,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.29936312297335804,-0.9541392564000488
412,5.5,31,3.1,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895
496,5.3,37,2.9,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.10116832198743204,-0.9948693233918952
239,4.1,60,2.5,0.0,0.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488
204,1.7,90,1.0,0.3,0.3,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4853019625310808,-0.8743466161445822
205,1.2,92,0.7,0.0,1.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.651372482722222,-0.7587581226927911
190,1.2,94,0.6,0.0,1.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.7907757369376986,-0.6121059825476627
165,1.1,92,0.5,0.7,1.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8978045395707417,-0.44039415155763423
222,1.3,92,0.6,0.0,1.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213
193,1.3,92,0.6,0.0,1.0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.05064916883871355
198,1.4,92,0.5,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0
218,1.5,92,0.4,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.20129852008866006,0.9795299412524945
149,1.4,92,0.7,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306
102,1.9,91,1.4,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763
62,1.6,92,0.7,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866
83,1.5,92,1.1,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624
137,1.0,93,0.5,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203
367,0.3,93,0.5,0.0,0.9,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767
754,-0.2,96,0.8,0.0,0.8,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9987165071710528,-0.05064916883871264
415,0.1,91,0.8,0.0,0.8,0,0,0,0,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204
321,1.1,83,0.7,0.0,0.7,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8978045395707416,-0.4403941515576344
333,2.3,69,1.7,0.0,0.6,0,0,0,0,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626
431,3.7,65,2.4,0.0,0.3,0,0,0,0,0.43388373911755823,-0.900968867902419,0.6513724827222223,-0.758758122692791
394,4.1,37,3.1,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821
390,4.4,36,2.7,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488
430,4.0,35,3.1,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.10116832198743272,-0.994869323391895
471,3.2,38,2.9,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952
552,2.1,50,2.0,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488
795,0.7,46,2.7,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822
507,-0.4,47,2.5,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.651372482722222,-0.7587581226927911
390,-1.4,47,2.5,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627
402,-2.2,46,2.2,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423
389,-2.7,48,2.6,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9680771188662041,-0.2506525322587213
259,-3.2,50,2.1,0.0,0.0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355
233,-3.5,49,2.6,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0
230,-3.7,50,2.5,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945
131,-4.3,53,1.0,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306
99,-4.8,52,1.6,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763
71,-5.3,53,2.4,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866
84,-5.8,56,2.0,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624
158,-6.0,56,3.5,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203
387,-6.5,57,0.8,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767
780,-7.0,59,0.8,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264
395,-6.7,50,0.9,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9680771188662043,-0.2506525322587204
261,-5.3,44,2.8,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344
310,-3.7,39,1.4,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626
355,-2.0,30,1.4,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791
354,-1.7,28,1.8,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.48530196253108104,-0.8743466161445821
350,-1.3,27,3.1,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488
362,-0.8,26,3.3,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895
401,-1.1,24,3.4,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952
500,-2.4,30,2.7,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488
752,-3.1,33,1.2,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822
477,-3.3,35,1.1,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911
384,-3.3,34,1.5,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627
336,-3.3,35,0.5,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423
347,-3.4,39,1.2,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213
275,-3.5,43,0.9,0.0,0.0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355
267,-3.5,48,0.9,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
296,-4.1,49,0.6,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945
237,-4.7,50,0.7,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306
169,-4.3,47,0.6,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763
96,-4.3,49,0.7,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866
56,-4.7,49,0.8,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624
76,-5.1,53,0.9,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203
127,-5.5,56,0.8,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767
222,-5.4,56,0.7,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264
291,-4.7,48,1.0,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204
273,-2.2,42,1.3,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8978045395707416,-0.4403941515576344
351,0.0,45,1.1,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626
427,2.4,40,0.8,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791
431,3.9,36,2.0,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821
486,4.7,32,2.2,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.29936312297335804,-0.9541392564000488
569,5.2,30,2.0,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895
546,4.4,33,1.6,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952
481,3.5,37,1.8,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488
384,2.5,41,1.0,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822
275,1.5,48,0.4,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911
298,0.8,51,1.4,0.0,0.0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627
