Rented_Bike_Count,Temperature,Holiday,Autumn,Spring,Summer,Weather_Condition_Bad,Weather_Condition_Good,Weather_Condition_Regular,DayOfWeek_sin,DayOfWeek_cos,Hour_sin,Hour_cos
589,7.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
618,6.4,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
572,6.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
489,5.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
385,5.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
359,4.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
377,4.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
354,3.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
366,4.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
342,4.0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.0,1.0
227,3.9,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
228,3.3,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
117,3.4,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476
76,3.5,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
32,3.9,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074
13,3.4,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
22,3.1,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063
85,3.2,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
152,3.5,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
200,4.4,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
273,5.1,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
333,5.8,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
495,6.8,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683
563,7.6,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
621,8.0,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
598,7.6,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
545,6.7,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063
443,6.0,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
422,5.7,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
397,5.2,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
385,4.7,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
350,4.3,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
303,3.9,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681
285,4.2,0,0,0,0,1,0,0,0.0,1.0,0.0,1.0
186,4.3,0,0,0,0,1,0,0,0.0,1.0,0.25881904510252074,0.9659258262890683
112,4.4,0,0,0,0,1,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387
65,3.6,0,0,0,0,1,0,0,0.0,1.0,0.7071067811865476,0.7071067811865476
41,2.8,0,0,0,0,1,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001
82,2.0,0,0,0,0,1,0,0,0.0,1.0,0.9659258262890683,0.25881904510252074
200,1.2,0,0,0,0,1,0,0,0.0,1.0,1.0,6.123233995736766e-17
498,0.2,0,0,0,0,0,0,1,0.0,1.0,0.9659258262890683,-0.25881904510252063
937,-0.8,0,0,0,0,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998
509,-1.5,0,0,0,0,0,0,1,0.0,1.0,0.7071067811865476,-0.7071067811865475
311,-1.1,0,0,0,0,0,0,1,0.0,1.0,0.49999999999999994,-0.8660254037844387
379,-0.5,0,0,0,0,0,0,1,0.0,1.0,0.258819045102521,-0.9659258262890682
393,-0.3,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0
391,0.0,0,0,0,0,1,0,0,0.0,1.0,-0.2588190451025208,-0.9659258262890683
338,0.1,0,0,0,0,0,0,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
341,-0.1,0,0,0,0,1,0,0,0.0,1.0,-0.7071067811865471,-0.7071067811865479
375,-0.2,0,0,0,0,0,0,1,0.0,1.0,-0.8660254037844385,-0.5000000000000004
515,-1.3,0,0,0,0,1,0,0,0.0,1.0,-0.9659258262890683,-0.25881904510252063
807,-2.1,0,0,0,0,0,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16
568,-2.9,0,0,0,0,0,0,1,0.0,1.0,-0.9659258262890684,0.2588190451025203
398,-3.6,0,0,0,0,0,0,1,0.0,1.0,-0.8660254037844386,0.5000000000000001
397,-4.6,0,0,0,0,0,0,1,0.0,1.0,-0.7071067811865477,0.7071067811865474
353,-5.3,0,0,0,0,0,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384
248,-5.8,0,0,0,0,0,0,1,0.0,1.0,-0.25881904510252157,0.9659258262890681
216,-6.1,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.0,1.0
198,-6.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.25881904510252074,0.9659258262890683
124,-6.8,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
62,-6.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.7071067811865476,0.7071067811865476
42,-7.2,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
82,-7.4,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.9659258262890683,0.25881904510252074
172,-7.4,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
381,-7.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.9659258262890683,-0.25881904510252063
812,-8.1,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
462,-7.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475
269,-5.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
334,-3.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682
321,-2.3,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
325,-1.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890683
334,-1.1,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
353,-0.7,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479
435,-0.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
529,-1.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-0.25881904510252063
789,-2.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
597,-3.2,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203
418,-3.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001
415,-3.7,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474
393,-2.8,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
244,-2.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.25881904510252157,0.9659258262890681
145,-2.8,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0
144,-3.0,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.25881904510252074,0.9659258262890683
117,-3.0,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
78,-3.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.7071067811865476,0.7071067811865476
58,-3.4,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
87,-3.6,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.9659258262890683,0.25881904510252074
142,-3.7,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
379,-4.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.9659258262890683,-0.25881904510252063
802,-4.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
440,-3.3,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.7071067811865476,-0.7071067811865475
307,-0.9,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387
381,1.6,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.258819045102521,-0.9659258262890682
405,2.4,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
442,4.2,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.2588190451025208,-0.9659258262890683
416,5.5,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
412,5.5,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.7071067811865471,-0.7071067811865479
496,5.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
239,4.1,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.25881904510252063
204,1.7,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
205,1.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.9659258262890684,0.2588190451025203
190,1.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
165,1.1,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474
222,1.3,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
193,1.3,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681
198,1.4,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0
218,1.5,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.25881904510252074,0.9659258262890683
149,1.4,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
102,1.9,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,0.7071067811865476
62,1.6,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
83,1.5,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.9659258262890683,0.25881904510252074
137,1.0,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
367,0.3,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.9659258262890683,-0.25881904510252063
754,-0.2,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
415,0.1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475
321,1.1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
333,2.3,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682
431,3.7,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
394,4.1,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683
390,4.4,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
430,4.0,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
471,3.2,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
552,2.1,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063
795,0.7,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
507,-0.4,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890684,0.2588190451025203
390,-1.4,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
402,-2.2,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.7071067811865477,0.7071067811865474
389,-2.7,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
259,-3.2,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.25881904510252157,0.9659258262890681
233,-3.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.0,1.0
230,-3.7,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683
131,-4.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
99,-4.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476
71,-5.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
84,-5.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,0.25881904510252074
158,-6.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
387,-6.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063
780,-7.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
395,-6.7,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
261,-5.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
310,-3.7,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
355,-2.0,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
354,-1.7,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683
350,-1.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
362,-0.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
401,-1.1,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
500,-2.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063
752,-3.1,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
477,-3.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
384,-3.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
336,-3.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
347,-3.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
275,-3.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
267,-3.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0
296,-4.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
237,-4.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
169,-4.3,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
96,-4.3,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
56,-4.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
76,-5.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
127,-5.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063
222,-5.4,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
291,-4.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
273,-2.2,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
351,0.0,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
427,2.4,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
431,3.9,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683
486,4.7,0,0,0,0,0,1,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
569,5.2,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
546,4.4,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
481,3.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
384,2.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
275,1.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
298,0.8,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
321,-0.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
289,-0.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
265,-0.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
326,-0.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.0,1.0
280,-0.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
243,0.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
169,0.3,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476
71,0.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
13,0.3,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074
9,-0.5,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
20,-0.4,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063
35,-0.2,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
31,0.2,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
19,0.5,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
58,0.9,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
119,2.3,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
182,3.3,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683
235,4.2,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
180,6.7,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
214,5.4,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
226,3.6,0,0,0,0,1,0,0,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063
210,2.0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
181,1.6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
165,0.6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
167,0.0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
152,-1.0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
148,-1.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681
125,-2.5,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0
111,-3.4,0,0,0,0,0,0,1,0.0,1.0,0.25881904510252074,0.9659258262890683
67,-4.2,0,0,0,0,0,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387
45,-4.7,0,0,0,0,0,0,1,0.0,1.0,0.7071067811865476,0.7071067811865476
